ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
0100BRA56553,bstpawg,,,Avon Street,,,,,,Avon Street,,,,NW-bound,,NW,E0035660,The Dings,Bristol,,,,,,false,UKOS,359569,172843,-2.58325,51.45312,BCT,MKD,OTH,,,,009,2006-05-02T00:00:00,2025-02-28T11:07:08,18,new,active
0100BRA56554,bstpawj,,,Avon Street,,,,,,Avon Street,,,,SE-bound,,SE,E0035660,The Dings,Bristol,,,,,,false,UKOS,359619,172831,-2.58253,51.45301,BCT,MKD,OTH,,,,009,2006-05-02T00:00:00,2025-02-28T10:59:52,45,new,active
0100BRA16904,bstpadw,,,The Centre,,,,,,Colston Street,,,,C14,,S,N0076879,Bristol City Centre,Bristol,,,,,,true,UKOS,358554,172992,-2.59787,51.45438,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-04-18T14:25:45,20,new,active
0100BRP90336,bstdwmg,,,The Centre,,,,,,Colston Street,,,,Cv,,SW,N0076879,Bristol City Centre,Bristol,,,,,,true,UKOS,358560,173004,-2.59779,51.45449,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-04-10T13:21:55,16,new,active
0100BRA10439,bstjpwm,,,Arnos Court,,,,,,Bath Road,,,,W-bound,,W,E0035560,Arnos Vale,Bristol,,,,,,false,UKOS,360990,171609,-2.56267,51.44212,BCT,MKD,OTH,,,,009,2010-06-30T00:00:00,2025-09-04T11:13:40,159,new,active
0100BRA10445,bstjtwd,,,Arnos Court,,,,,,Bath Road,,,,E-bound,,E,E0035560,Arnos Vale,Bristol,,,,,,false,UKOS,361086,171603,-2.56128,51.44207,BCT,MKD,OTH,,,,009,2009-06-26T00:00:00,2025-09-04T11:13:30,142,new,active
0100BRA10931,bstjwmd,,,Tramway Road,,,,,,Bath Road,,,,N-bound,,N,E0035580,Brislington,Bristol,,,,,,false,UKOS,361320,171168,-2.55787,51.43818,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2019-05-01T11:20:13,8,new,active
0100BRA10932,bstjwpw,,,Tramway Road,,,,,,Bath Road,,,,SE-bound,,SE,E0035580,Brislington,Bristol,,,,,,false,UKOS,361387,171097,-2.5569,51.43754,BCT,MKD,OTH,,,,009,2007-05-21T00:00:00,2019-05-01T11:20:27,14,new,active
0100BRA10193,bstmamw,,,Eagle Road,,,,,,A4,,,,SE-bound,,SE,E0035580,Brislington,Bristol,,,,,,false,UKOS,361607,170914,-2.55371,51.43591,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2024-10-11T17:35:10,48,new,active
0100BRA10930,bstmaja,,,Eagle Road,,,,,,Eagle Road,,,,NW-bound,,NW,E0035580,Brislington,Bristol,,,,,,false,UKOS,361536,170935,-2.55474,51.4361,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2018-07-13T10:35:40,15,new,active
0100BRA10929,bstmadw,,,Tesco Brislington,,,,,,Callington Road,,,,S-bound,,S,E0035580,Brislington,Bristol,,,,,,false,UKOS,361467,170455,-2.55568,51.43178,BCT,MKD,OTH,,,,009,2007-03-29T00:00:00,2020-08-18T12:50:53,18,new,active
0100BRA10927,bstmdap,,,Callington Road,,,,,,Callington Road,,,,W-bound,,W,E0035580,Brislington,Bristol,,,,,,false,UKOS,361711,170318,-2.55215,51.43056,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:33:04,7,new,active
0100BRA10928,bstmawm,,,Callington Road,,,,,,Callington Road,,,,E-bound,,E,E0035580,Brislington,Bristol,,,,,,false,UKOS,361804,170396,-2.55082,51.43127,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:33:04,4,new,active
0100BRA10943,bstampa,,,Sea Walls,,,,,,Circular Road,,,,N-bound,,N,N0077028,Clifton Down,Bristol,,,,,,false,UKOS,355984,174730,-2.63508,51.46981,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2019-06-20T11:14:09,9,delete,inactive
0100BRA10942,bstawgj,,,Ladies Mile,,,,,,Stoke Road,,,,SE-bound,,SE,N0081137,The Downs,Bristol,,,,,,false,UKOS,357035,175070,-2.61999,51.47295,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2020-02-21T14:16:31,18,delete,inactive
0100BRA10935,bstjdwd,,,Oxford Street,,,,,,Oxford Street,,,,W-bound,,W,E0035660,The Dings,Bristol,,,,,,false,UKOS,359947,172644,-2.57779,51.45135,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2017-10-25T16:19:55,7,delete,inactive
0100BRA10934,bstjdwa,,,Oxford Street,,,,,,Oxford Street,,,,E-bound,,E,E0035660,The Dings,Bristol,,,,,,false,UKOS,359945,172652,-2.57782,51.45143,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2017-10-25T16:19:46,7,delete,inactive
0100BRA10918,bstmjaw,,,Jersey Avenue,,,,,,Birchwood Road,,,,N-bound,,N,N0077027,Broom Hill,Brislington,,,,,,false,UKOS,362480,171731,-2.54124,51.44332,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-10-30T13:19:55,4,new,active
0100BRA10917,bstmjdj,,,Jersey Avenue,,,,,,Birchwood Road,,,,S-bound,,S,N0077027,Broom Hill,Brislington,,,,,,false,UKOS,362514,171783,-2.54076,51.44379,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:33:04,4,new,active
0100BRA10916,bstmjad,,,St Brelades Grove,,,,,,Birchwood Road,,,,S-bound,,S,E0035648,St Annes Park,Bristol,,,,,,false,UKOS,362454,172182,-2.54166,51.44737,BCT,MKD,OTH,,,,009,2007-03-29T00:00:00,2016-10-31T10:33:04,4,new,active
0100BRA10915,bstmgwg,,,St Brelades Grove,,,,,,Birchwood Road,,,,N-bound,,N,E0035648,St Annes Park,Bristol,,,,,,false,UKOS,362436,172214,-2.54193,51.44766,BCT,MKD,OTH,,,,009,2007-03-29T00:00:00,2016-10-31T10:33:04,11,new,active
0100BRA10911,bstmdag,,,Arlington Road,,,,,,Newbridge Road,,,,E-bound,,E,N0077043,St Annes,Bristol,,,,,,false,UKOS,361811,172624,-2.55096,51.4513,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2017-05-22T17:55:37,10,new,active
0100BRA10210,bstmatg,,,Arlington Road,,,,,,Newbridge Road,,,,W-bound,,W,N0077043,St Annes,Bristol,,,,,,false,UKOS,361733,172595,-2.55208,51.45104,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2017-05-22T17:56:42,12,new,active
0100BRA10209,bstmdad,,,Arlington Road,,,,,,Saint Anne's Road,,,,NE-bound,,NE,N0077043,St Annes,Bristol,,,,,,false,UKOS,361813,172664,-2.55094,51.45166,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2023-10-30T13:09:58,12,new,active
0100BRA10926,bstmdtj,,,Church Parade,,,,,,Church Hill,,,,N-bound,,N,E0035580,Brislington,Bristol,,,,,,false,UKOS,362003,170769,-2.548,51.43464,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2016-10-31T10:33:04,4,new,active
0100BRA10924,bstmgat,,,Jean Road,,,,,,School Road,,,,NE-bound,,NE,E0035580,Brislington,Bristol,,,,,,false,UKOS,362174,170968,-2.54556,51.43644,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2025-03-04T15:30:15,23,new,active
0100BRA10925,bstmgaw,,,Jean Road,,,,,,School Road,,,,SW-bound,,SW,E0035580,Brislington,Bristol,,,,,,false,UKOS,362274,171064,-2.54413,51.43731,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2025-03-04T15:23:43,61,new,active
0100BRA10922,bstmgmt,,,The Rock,,,,,,School Road,,,,NE-bound,,NE,E0035580,Brislington,Bristol,,,,,,false,UKOS,362350,171204,-2.54306,51.43857,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2025-03-04T12:38:07,35,new,active
0100BRA10923,bstmgmw,,,The Rock,,,,,,School Road,,,,SW-bound,,SW,E0035580,Brislington,Bristol,,,,,,false,UKOS,362368,171218,-2.5428,51.4387,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2025-03-03T16:03:56,51,new,active
0100BRA10919,bstmgtw,,,Broomhill Road,,,,,,Birchwood Road,,,,S-bound,,S,N0077027,Broom Hill,Brislington,,,,,,false,UKOS,362424,171536,-2.54203,51.44156,BCT,MKD,OTH,,,,009,2007-05-21T00:00:00,2019-06-20T11:51:22,14,new,active
0100BRA10450,bstmgtg,,,Broomhill Road,,,,,,School Road,,,,N-bound,,N,N0077027,Broom Hill,Brislington,,,,,,false,UKOS,362398,171462,-2.54239,51.44089,BCT,MKD,OTH,,,,009,2009-06-25T00:00:00,2023-09-28T11:28:08,16,new,active
0100BRZ01680,bstgtmg,,,Raymend Road,,,,,,St John's Lane,,,,W-bound,,W,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359302,171014,-2.58688,51.43665,BCT,MKD,OTH,,,,009,2007-03-29T00:00:00,2019-07-11T16:06:09,8,new,active
0100BRA16931,bstpajd,,,Raymend Road,,,,,,Saint Johns Lane,,,,E-bound,,E,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359246,171004,-2.58769,51.43656,BCT,MKD,OTH,,,,009,2007-03-29T00:00:00,2019-07-11T16:06:01,9,new,active
0100BRA16928,bstpatp,,,SS Great Britain,,,,,,Cumberland Road,,,,E-bound,,E,N0077031,Harbour,Bristol,,,,,,false,UKOS,357638,172155,-2.61096,51.44679,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2023-04-21T13:37:39,32,new,active
0100BRA10747,bstdgwj,,,SS Great Britain,,,,,,Cumberland Road,,,,W-bound,,W,N0077031,Harbour,Bristol,,,,,,false,UKOS,357550,172135,-2.61222,51.4466,BCT,MKD,OTH,,,,009,2009-02-09T00:00:00,2023-04-21T13:39:52,40,new,active
0100BRA16936,bstpajp,,,Sandholme Road,,,,,,Sandholme Road,,,,A,,SW,E0035580,Brislington,Bristol,,,,,,false,UKOS,361554,171616,-2.55455,51.44222,BCT,MKD,OTH,,,,009,2006-05-02T00:00:00,2020-08-18T13:58:24,18,new,active
0100BRA16940,bstpama,,,Sandholme Road,,,,,,Sandholme Road,,,,D,,NE,E0035580,Brislington,Bristol,,,,,,false,UKOS,361718,171804,-2.55221,51.44392,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2017-08-08T12:45:35,14,new,active
0100BRA16939,bstpajw,,,Sandholme Road,,,,,,Sandholme Road,,,,B,,NE,E0035580,Brislington,Bristol,,,,,,false,UKOS,361545,171622,-2.55468,51.44228,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2020-08-18T13:59:07,16,new,active
0100BRA16938,bstpajt,,,Sandholme Road,,,,,,Sandholme Road,,,,C,,SW,E0035580,Brislington,Bristol,,,,,,false,UKOS,361724,171801,-2.55213,51.4439,BCT,MKD,OTH,,,,009,2007-03-29T00:00:00,2020-08-18T13:58:46,16,new,active
0100BRA16903,bstpamw,,,Bath Street,,,,,,Ashton Road,,,,o/s,,NE,E0035562,Ashton Gate,Bristol,,,,,,false,UKOS,357059,171621,-2.61922,51.44194,BCT,MKD,OTH,,,,009,2005-05-25T00:00:00,2023-12-13T14:45:02,24,new,active
0100BRA16901,bstpamp,,,Breach Road,,,,,,Duckmoor Road,,,,N-bound,,N,E0035562,Ashton Gate,Bristol,,,,,,false,UKOS,357402,171110,-2.61423,51.43738,BCT,MKD,OTH,,,,009,2005-05-25T00:00:00,2023-12-13T14:42:47,8,new,active
0100BRA16902,bstpamt,,,Breach Road,,,,,,Duckmoor Road,,,,S-bound,,S,E0035562,Ashton Gate,Bristol,,,,,,false,UKOS,357396,171137,-2.61432,51.43762,BCT,MKD,OTH,,,,009,2005-05-25T00:00:00,2023-12-13T14:43:09,8,new,active
0100BRA10946,bstjdja,,,Oxford Street,,,,,,Oxford Street,,,,NE-bound,,NE,E0035661,Totterdown,Bristol,,,,,,false,UKOS,359837,171580,-2.57925,51.44178,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2020-08-18T12:55:16,14,new,active
0100BRA10945,bstgtgp,,,Atlas Road,,,,,,Saint Johns Lane,,,,E-bound,,E,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359092,170997,-2.5899,51.43648,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2025-07-23T09:00:44,43,new,active
0100BRA10313,bstgpjp,,,Atlas Road,,,,,,Saint Johns Lane,,,,W-bound,,W,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359061,170987,-2.59035,51.43639,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2025-07-23T09:01:02,43,new,active
0100BRA10039,bstgjmt,,,New Charlotte Street,,,,,,Coronation Road,,,,E-bound,,E,E0035645,Southville,Bristol,,,,,,false,UKOS,358915,172020,-2.59257,51.44567,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2017-08-10T13:38:48,17,new,active
0100BRA10040,bstgdwj,,,New Charlotte Street,,,,,,Coronation Road,,,,W-bound,,W,E0035645,Southville,Bristol,,,,,,false,UKOS,358840,172017,-2.59365,51.44564,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-12-13T15:15:22,17,new,active
0100BRP90996,bstdjwt,,,Sunderland Place,,,,,,Saint Pauls Road,,,,NE-bound,,NE,E0035590,Clifton,Bristol,,,,,,false,UKOS,357752,173581,-2.60949,51.45962,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:46:58,10,new,active
0100BRA16908,bstpapj,,,Sunderland Place,,,,,,Saint Pauls Road,,,,SW-bound,,SW,E0035590,Clifton,Bristol,,,,,,false,UKOS,357610,173465,-2.61152,51.45856,BCT,MKD,OTH,,,,009,2007-01-02T00:00:00,2016-10-31T10:46:58,9,new,active
0100BRA16907,bstpapg,,,Clifton Park,,,,,,Pembroke Road,,,,opp,,N,E0035590,Clifton,Bristol,,,,,,false,UKOS,357362,173549,-2.6151,51.4593,BCT,MKD,OTH,,,,009,2005-05-25T00:00:00,2021-11-01T10:37:57,20,new,active
0100BRA16906,bstpapd,,,Clifton Park,,,,,,Pembroke Road,,,,o/s,,S,E0035590,Clifton,Bristol,,,,,,false,UKOS,357403,173494,-2.6145,51.45881,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2021-11-01T10:38:21,20,new,active
0100BRP91023,bstdapd,,,Alma Road,,,,,,Pembroke Road,,,,N-bound,,N,E0035590,Clifton,Bristol,,,,,,false,UKOS,357276,173806,-2.61637,51.46161,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2022-02-09T10:00:28,24,new,active
0100BRA16905,bstpapa,,,Alma Road,,,,,,Pembroke Road,,,,S-bound,,S,E0035590,Clifton,Bristol,,,,,,false,UKOS,357303,173752,-2.61597,51.46112,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2022-02-09T10:00:53,24,new,active
0100BRP92024,bstdwgd,,,Phoenix Grove,,,,,,Kellaway Avenue,,,,NE-bound,,NE,E0035605,Golden Hill,Bristol,,,,,,false,UKOS,358500,176246,-2.59904,51.48363,BCT,MKD,OTH,,,,009,2007-01-02T00:00:00,2025-01-20T11:44:49,7,new,active
0100BRP92036,bstdwdj,,,Phoenix Grove,,,,,,Kellaway Avenue,,,,SW-bound,,SW,E0035605,Golden Hill,Bristol,,,,,,false,UKOS,358470,176197,-2.59946,51.48319,BCT,MKD,OTH,,,,009,2007-01-02T00:00:00,2020-08-18T16:08:07,22,new,active
0100BRP92034,bstgpjg,,,Wellington Hill,,,,,,Kellaway Avenue,,,,S-bound,,S,N0077032,Horfield Common,Bristol,,,,,,false,UKOS,359062,176681,-2.59099,51.48759,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2019-10-09T15:52:38,8,new,active
0100BRP92033,bstdjaw,,,Henley Grove,,,,,,Henleaze Road,,,,S-bound,,S,E0035611,Henleaze,Bristol,,,,,,false,UKOS,357575,176357,-2.61237,51.48456,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92029,bstdjmt,,,Henley Grove,,,,,,Henleaze Road,,,,NE-bound,,NE,E0035611,Henleaze,Bristol,,,,,,false,UKOS,357660,176482,-2.61116,51.48569,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92032,bstdmda,,,Henleaze Park Drive,,,,,,Henleaze Road,,,,SW-bound,,SW,E0035611,Henleaze,Bristol,,,,,,false,UKOS,357796,176668,-2.60922,51.48738,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-10-11T14:58:26,4,new,active
0100BRP92030,bstdjat,,,Northumbria Drive,,,,,,Northumbria Drive,,,,N-bound,,N,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,357579,175931,-2.61226,51.48073,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2017-07-04T13:37:23,8,new,active
0100BRP92031,bstdjgm,,,Northumbria Drive,,,,,,Northumbria Drive,,,,SE-bound,,SE,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,357622,175890,-2.61164,51.48037,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2020-08-18T16:06:29,25,new,active
0100BRP92042,bstdmdj,,,Chapel Green Lane,,,,,,Redland Road,,,,NW-bound,,NW,E0035635,Redland,Bristol,,,,,,false,UKOS,357754,175004,-2.60963,51.47241,BCT,MKD,OTH,,,,009,2009-10-02T00:00:00,2020-06-16T10:45:18,11,new,active
0100BRP92047,bstdmpw,,,Chapel Green Lane,,,,,,Redland Road,,,,SE-bound,,SE,E0035635,Redland,Bristol,,,,,,false,UKOS,357804,174979,-2.60891,51.47219,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2020-08-18T16:09:27,13,new,active
0100053250,bstdtgw,,,Myrtle Road,,,,,,Saint Michael's Hill,,,,N-bound,,N,N0077029,Kingsdown,Bristol,,,,,,false,UKOS,358334,173590,-2.60111,51.45974,BCT,MKD,OTH,,,,009,2016-10-31T00:00:00,2016-10-31T10:46:58,8,new,active
0100BRP92041,bstdtgm,,,Myrtle Road,,,,,,Saint Michael's Hill,,,,S-bound,,S,N0077029,Kingsdown,Bristol,,,,,,false,UKOS,358322,173670,-2.60129,51.46046,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:46:58,11,new,active
0100BRP92040,bstgamj,,,Longmead Avenue,,,,,,Kellaway Avenue,,,,SW-bound,,SW,E0035605,Golden Hill,Bristol,,,,,,false,UKOS,358672,176364,-2.59657,51.48471,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92039,bstgawt,,,Longmead Avenue,,,,,,Kellaway Avenue,,,,NE-bound,,NE,E0035605,Golden Hill,Bristol,,,,,,false,UKOS,358732,176445,-2.59572,51.48544,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92038,bstdwmw,,,Kingsholm Road,,,,,,Southmead Road,,,,SW-bound,,SW,E0035644,Southmead,Bristol,,,,,,false,UKOS,358565,177691,-2.59827,51.49663,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-10-11T15:02:55,4,new,active
0100BRP92037,bstgajg,,,Kingsholm Road,,,,,,Southmead Road,,,,NE-bound,,NE,E0035644,Southmead,Bristol,,,,,,false,UKOS,358655,177791,-2.59698,51.49754,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92023,bstdpmg,,,Elton Road,,,,,,Elton Road,,,,W-bound,,W,E0035664,Tyndalls Park,Bristol,,,,,,false,UKOS,358117,173471,-2.60422,51.45866,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,18,new,active
0100BRP92021,bstdpaj,,,Badocks Wood School,,,,,,Doncaster Road,,,,adj,,W,E0035644,Southmead,Bristol,,,,,,false,UKOS,357946,178086,-2.60723,51.50014,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-10-11T15:06:33,4,new,active
0100BRP92020,bstdpgm,,,Badocks Wood School,,,,,,Doncaster Road,,,,opp,,E,E0035644,Southmead,Bristol,,,,,,false,UKOS,358048,178071,-2.60576,51.50001,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92018,bstgajd,,,Cotham Side,,,,,,Cotham Road,,,,N-bound,,N,E0035592,Cotham,Bristol,,,,,,false,UKOS,358642,174070,-2.59673,51.46408,BCT,MKD,OTH,,,,009,2007-01-02T00:00:00,2024-01-11T15:58:43,4,new,active
0100BRP92019,bstgagt,,,Cotham Side,,,,,,Cotham Road,,,,SW-bound,,SW,E0035592,Cotham,Bristol,,,,,,false,UKOS,358639,174041,-2.59677,51.46382,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2024-01-11T15:59:06,4,new,active
0100BRP92027,bstdpdj,,,Lake Road,,,,,,Southmead Road,,,,E-bound,,E,E0035611,Henleaze,Bristol,,,,,,false,UKOS,358011,177239,-2.6062,51.49253,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92028,bstdpdt,,,Lake Road,,,,,,Southmead Road,,,,W-bound,,W,E0035611,Henleaze,Bristol,,,,,,false,UKOS,358093,177226,-2.60501,51.49242,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2023-10-11T15:00:54,4,new,active
0100BRP92025,bstdgwm,,,Henleaze Road,,,,,,Northumbria Drive,,,,S-bound,,S,E0035611,Henleaze,Bristol,,,,,,false,UKOS,357544,176120,-2.61279,51.48243,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92026,bstdgtp,,,Henleaze Road,,,,,,Henleaze Road,,,,N-bound,,N,E0035611,Henleaze,Bristol,,,,,,false,UKOS,357531,176213,-2.61299,51.48327,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-10-11T14:56:19,4,new,active
0100BRP92061,bstgapw,,,Bishopthorpe Road,,,,,,Wellington Hill West,,,,SE-bound,,SE,E0035611,Henleaze,Bristol,,,,,,false,UKOS,358712,177129,-2.59609,51.49159,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92062,bstgdgw,,,Bishopthorpe Road,,,,,,Wellington Hill West,,,,N-bound,,N,E0035611,Henleaze,Bristol,,,,,,false,UKOS,358764,177011,-2.59532,51.49053,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2017-08-17T11:16:59,14,new,active
0100BRP92003,bstdtaj,,,Queen's Drive,,,,,,Bishop Road,,,,SE-bound,,SE,E0035574,Bishopston,Bristol,,,,,,false,UKOS,358265,175920,-2.60238,51.48069,BCT,MKD,OTH,,,,009,2007-01-02T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92060,bstdptp,,,Queen's Drive,,,,,,Bishop Road,,,,NW-bound,,NW,E0035574,Bishopston,Bristol,,,,,,false,UKOS,358205,175954,-2.60325,51.48099,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92059,bstdpmt,,,Springfield Grove,,,,,,Kellaway Avenue,,,,SW-bound,,SW,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,358128,175982,-2.60436,51.48123,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2019-01-08T10:30:14,10,new,active
0100BRP92058,bstdpmw,,,Springfield Grove,,,,,,Kellaway Avenue,,,,NE-bound,,NE,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,358135,176004,-2.60426,51.48143,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2019-01-08T10:30:22,11,new,active
0100BRP92057,bstgmjd,,,Greenfield Road,,,,,,Southmead Road,,,,NE-bound,,NE,E0035644,Southmead,Bristol,,,,,,false,UKOS,358969,178175,-2.59251,51.50101,BCT,MKD,OTH,,,,009,2007-03-29T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92056,bstgmdg,,,Greenfield Road,,,,,,Southmead Road,,,,SW-bound,,SW,E0035644,Southmead,Bristol,,,,,,false,UKOS,358926,178111,-2.59312,51.50043,BCT,MKD,OTH,,,,009,2007-03-29T00:00:00,2023-10-11T15:24:53,4,new,active
0100BRP92068,bstjawa,,,Monk's Park Avenue,,,,,,Monk's Park Avenue,,,,W-bound,,W,E0035644,Southmead,Bristol,,,,,,false,UKOS,359729,177728,-2.58151,51.49705,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,12,new,active
0100BRP92067,bstjajg,,,Monk's Park Avenue,,,,,,Monk's Park Avenue,,,,E-bound,,E,E0035644,Southmead,Bristol,,,,,,false,UKOS,359636,177769,-2.58285,51.49741,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92065,bstdmgm,,,Dorset Road,,,,,,Henleaze Road,,,,N-bound,,N,E0035611,Henleaze,Bristol,,,,,,false,UKOS,357839,176808,-2.60862,51.48864,BCT,MKD,OTH,,,,009,2009-02-10T00:00:00,2024-02-19T17:48:35,6,new,active
0100BRP92064,bstdjmp,,,St Oswald's Road,,,,,,Coldharbour Road,,,,N-bound,,N,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,357659,175169,-2.61102,51.47389,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,6,new,active
0100BRP92063,bstdjmj,,,St Oswald's Road,,,,,,Coldharbour Road,,,,SW-bound,,SW,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,357656,175133,-2.61106,51.47357,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92054,bstgtam,,,Sherston Road,,,,,,Monks Park Avenue,,,,Se-bound,,SE,E0035644,Southmead,Bristol,,,,,,false,UKOS,359260,177889,-2.58828,51.49846,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2025-07-23T10:05:24,55,new,active
0100BRP92055,bstgtjm,,,Sherston Road,,,,,,Monks Park Avenue,,,,NW-bound,,NW,E0035644,Southmead,Bristol,,,,,,false,UKOS,359277,177871,-2.58803,51.4983,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2025-07-23T10:05:56,56,new,active
0100BRP92049,bstdptj,,,Ermleet Road,,,,,,Redland Road,,,,E-bound,,E,E0035635,Redland,Bristol,,,,,,false,UKOS,358211,174748,-2.60302,51.47014,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2016-10-31T10:46:58,8,new,active
0100BRP92048,bstdptm,,,Ermleet Road,,,,,,Redland Road,,,,W-bound,,W,E0035635,Redland,Bristol,,,,,,false,UKOS,358194,174736,-2.60326,51.47004,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2016-10-31T10:46:58,7,new,active
0100BRP92043,bstdjgd,,,Grove Road,,,,,,Redland Hill,,,,W-bound,,W,E0035635,Redland,Bristol,,,,,,false,UKOS,357539,174913,-2.61271,51.47158,BCT,MKD,OTH,,,,009,2007-02-01T00:00:00,2017-10-04T17:01:34,21,new,active
